service_id,service_name,source_service,target_service,request_latency,request_volume,cpu_usage,memory_usage,error_rate,service_criticality,environment,timestamp
svc_012,Config Service,Order Service,Config Service,466.7,6439,73.51,735.0,0.0399,high,production,2026-03-05T11:17:27.530280
svc_006,Notification Service,Order Service,Notification Service,477.21,4231,27.63,1071.0,0.0013,medium,production,2026-03-05T11:37:27.530280
svc_015,Report Service,Analytics Service,Report Service,469.81,1663,10.3,1916.0,0.029,low,production,2026-03-05T11:51:27.530280
svc_011,Logging Service,API Gateway,Logging Service,471.05,6280,64.86,175.0,0.006,medium,production,2026-03-05T12:08:27.530280
svc_007,Inventory Service,Order Service,Inventory Service,119.47,7800,57.36,447.0,0.0392,high,production,2026-03-05T12:08:27.530280
svc_015,Report Service,Billing Service,Report Service,103.44,3313,20.04,217.0,0.0399,low,production,2026-03-05T12:12:27.530280
svc_006,Notification Service,Order Service,Notification Service,129.81,4820,25.77,1467.0,0.0479,medium,production,2026-03-05T12:15:27.530280
svc_016,Billing Service,Payment Service,Billing Service,382.39,5729,60.02,294.0,0.0113,high,production,2026-03-05T12:24:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,173.88,7056,26.11,378.0,0.0121,high,production,2026-03-05T12:50:27.530280
svc_006,Notification Service,Order Service,Notification Service,287.11,4721,59.46,262.0,0.0386,medium,production,2026-03-05T12:52:27.530280
svc_005,Payment Service,Order Service,Payment Service,41.85,7285,15.93,136.0,0.0409,critical,production,2026-03-05T13:12:27.530280
svc_012,Config Service,Order Service,Config Service,175.17,2554,48.27,1718.0,0.027,high,production,2026-03-05T13:13:27.530280
svc_004,Order Service,API Gateway,Order Service,134.29,2359,17.65,1058.0,0.0358,critical,production,2026-03-05T13:30:27.530280
svc_002,Auth Service,API Gateway,Auth Service,256.57,8580,75.23,1242.0,0.0362,critical,production,2026-03-05T13:48:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,177.09,4977,14.81,1866.0,0.0473,high,production,2026-03-05T13:51:27.530280
svc_006,Notification Service,Payment Service,Notification Service,387.78,4193,79.71,1306.0,0.0448,medium,production,2026-03-05T13:53:27.530280
svc_003,User Service,Auth Service,User Service,490.82,8448,77.35,1768.0,0.0262,high,production,2026-03-05T14:05:27.530280
svc_003,User Service,API Gateway,User Service,281.14,7006,39.96,1724.0,0.0484,high,production,2026-03-05T14:08:27.530280
svc_006,Notification Service,Payment Service,Notification Service,217.67,2556,69.88,1737.0,0.0381,medium,production,2026-03-05T14:12:27.530280
svc_003,User Service,API Gateway,User Service,450.08,9970,46.91,557.0,0.0051,high,production,2026-03-05T14:22:27.530280
svc_006,Notification Service,Order Service,Notification Service,238.35,3791,44.38,428.0,0.0106,medium,production,2026-03-05T14:30:27.530280
svc_009,Search Service,Catalog Service,Search Service,390.69,5068,8.96,694.0,0.0217,medium,production,2026-03-05T14:56:27.530280
svc_007,Inventory Service,Order Service,Inventory Service,129.44,4873,83.22,1822.0,0.0183,high,production,2026-03-05T15:21:27.530280
svc_014,Email Service,Notification Service,Email Service,475.34,4504,40.34,654.0,0.036,medium,production,2026-03-05T15:30:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,201.76,10,34.3,691.0,0.0071,high,production,2026-03-05T15:37:27.530280
svc_007,Inventory Service,Order Service,Inventory Service,203.78,7813,18.13,328.0,0.0153,high,production,2026-03-05T15:48:27.530280
svc_004,Order Service,API Gateway,Order Service,244.41,10,26.57,272.0,0.0419,critical,production,2026-03-05T16:25:27.530280
svc_012,Config Service,Auth Service,Config Service,300.82,9085,28.98,1524.0,0.0396,high,production,2026-03-05T17:07:27.530280
svc_012,Config Service,Order Service,Config Service,292.57,2107,73.99,1822.0,0.0136,high,production,2026-03-05T17:09:27.530280
svc_003,User Service,API Gateway,User Service,53.4,3105,54.46,638.0,0.0434,high,production,2026-03-05T17:29:27.530280
svc_010,Analytics Service,User Service,Analytics Service,169.45,1461,58.26,1756.0,0.0324,low,production,2026-03-05T17:32:27.530280
svc_010,Analytics Service,Order Service,Analytics Service,420.47,8261,72.53,153.0,0.0496,low,production,2026-03-05T17:45:27.530280
svc_003,User Service,Auth Service,User Service,362.09,120,36.01,486.0,0.0317,high,production,2026-03-05T17:59:27.530280
svc_003,User Service,Auth Service,User Service,334.74,6400,65.24,1755.0,0.0485,high,production,2026-03-05T18:20:27.530280
svc_009,Search Service,Catalog Service,Search Service,462.59,2654,18.32,1485.0,0.0312,medium,production,2026-03-05T18:22:27.530280
svc_014,Email Service,Notification Service,Email Service,65.49,5625,35.79,972.0,0.0181,medium,production,2026-03-05T18:26:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,232.36,894,64.3,1216.0,0.0248,high,production,2026-03-05T18:32:27.530280
svc_017,Recommendation Service,Search Service,Recommendation Service,408.97,10,35.25,1231.0,0.0111,medium,production,2026-03-05T18:51:27.530280
svc_009,Search Service,API Gateway,Search Service,135.08,1136,50.29,1987.0,0.0029,medium,production,2026-03-05T19:01:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,383.04,4209,64.9,397.0,0.0406,high,production,2026-03-05T19:03:27.530280
svc_017,Recommendation Service,Search Service,Recommendation Service,386.42,3530,46.03,894.0,0.0389,medium,production,2026-03-05T19:07:27.530280
svc_018,Session Service,Auth Service,Session Service,157.49,1727,75.96,787.0,0.0044,high,production,2026-03-05T19:08:27.530280
svc_003,User Service,Auth Service,User Service,427.58,219,32.36,760.0,0.0458,high,production,2026-03-05T19:10:27.530280
svc_010,Analytics Service,User Service,Analytics Service,479.91,3204,63.31,679.0,0.0421,low,production,2026-03-05T19:25:27.530280
svc_014,Email Service,Notification Service,Email Service,431.89,3731,20.18,887.0,0.0485,medium,production,2026-03-05T19:29:27.530280
svc_015,Report Service,Billing Service,Report Service,307.63,8162,41.54,1963.0,0.026,low,production,2026-03-05T19:43:27.530280
svc_005,Payment Service,Order Service,Payment Service,79.84,795,73.2,1931.0,0.0353,critical,production,2026-03-05T19:51:27.530280
svc_011,Logging Service,API Gateway,Logging Service,339.0,6267,25.63,1773.0,0.0442,medium,production,2026-03-05T19:56:27.530280
svc_018,Session Service,Auth Service,Session Service,444.52,2927,39.84,1850.0,0.0086,high,production,2026-03-05T20:05:27.530280
svc_011,Logging Service,API Gateway,Logging Service,122.83,10467,49.52,1378.0,0.0437,medium,production,2026-03-05T20:12:27.530280
svc_003,User Service,Auth Service,User Service,113.95,3137,22.96,2042.0,0.0155,high,production,2026-03-05T20:13:27.530280
svc_004,Order Service,API Gateway,Order Service,263.88,5389,48.53,1479.0,0.0205,critical,production,2026-03-05T20:40:27.530280
svc_006,Notification Service,Payment Service,Notification Service,321.27,6839,30.57,244.0,0.0168,medium,production,2026-03-05T20:43:27.530280
svc_009,Search Service,API Gateway,Search Service,95.48,4633,61.58,1836.0,0.0064,medium,production,2026-03-05T20:56:27.530280
svc_012,Config Service,Order Service,Config Service,186.52,7098,28.26,462.0,0.0358,high,production,2026-03-05T21:22:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,405.3,8844,18.2,1511.0,0.0227,high,production,2026-03-05T21:47:27.530280
svc_016,Billing Service,Payment Service,Billing Service,327.32,7510,23.31,312.0,0.0292,high,production,2026-03-05T21:49:27.530280
svc_009,Search Service,Catalog Service,Search Service,489.72,4915,23.63,199.0,0.0284,medium,production,2026-03-05T21:57:27.530280
svc_010,Analytics Service,User Service,Analytics Service,441.22,3372,53.93,1150.0,0.0104,low,production,2026-03-05T22:03:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,37.09,1566,67.37,1433.0,0.0434,high,production,2026-03-05T22:14:27.530280
svc_018,Session Service,Auth Service,Session Service,462.28,605,10.51,1612.0,0.0038,high,production,2026-03-05T22:18:27.530280
svc_012,Config Service,Order Service,Config Service,213.61,5198,57.8,1926.0,0.0179,high,production,2026-03-05T23:59:27.530280
svc_009,Search Service,API Gateway,Search Service,76.06,9286,64.57,1306.0,0.0355,medium,production,2026-03-06T00:01:27.530280
svc_003,User Service,Auth Service,User Service,369.79,1257,40.38,1377.0,0.0095,high,production,2026-03-06T00:22:27.530280
svc_011,Logging Service,API Gateway,Logging Service,274.92,7692,48.98,862.0,0.0165,medium,production,2026-03-06T00:40:27.530280
svc_009,Search Service,API Gateway,Search Service,34.72,2864,54.16,1415.0,0.0059,medium,production,2026-03-06T00:43:27.530280
svc_016,Billing Service,Payment Service,Billing Service,201.67,849,58.72,729.0,0.0222,high,production,2026-03-06T00:48:27.530280
svc_015,Report Service,Billing Service,Report Service,332.56,2479,46.25,183.0,0.0439,low,production,2026-03-06T01:27:27.530280
svc_013,Cache Service,Search Service,Cache Service,440.46,1634,33.7,1828.0,0.0295,high,production,2026-03-06T01:38:27.530280
svc_003,User Service,Auth Service,User Service,462.52,5430,73.88,1388.0,0.0482,high,production,2026-03-06T01:58:27.530280
svc_018,Session Service,Auth Service,Session Service,172.22,1713,82.23,658.0,0.0165,high,production,2026-03-06T02:07:27.530280
svc_016,Billing Service,Payment Service,Billing Service,199.71,1702,54.22,1626.0,0.0294,high,production,2026-03-06T02:09:27.530280
svc_003,User Service,Auth Service,User Service,255.23,3854,62.11,603.0,0.0441,high,production,2026-03-06T02:10:27.530280
svc_006,Notification Service,Order Service,Notification Service,389.11,5763,76.89,1859.0,0.0204,medium,production,2026-03-06T02:20:27.530280
svc_018,Session Service,Auth Service,Session Service,462.12,2091,76.62,907.0,0.0219,high,production,2026-03-06T02:30:27.530280
svc_010,Analytics Service,Order Service,Analytics Service,173.85,6193,19.74,1102.0,0.026,low,production,2026-03-06T02:40:27.530280
svc_012,Config Service,Auth Service,Config Service,276.9,8349,12.92,1196.0,0.0449,high,production,2026-03-06T02:44:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,115.73,4440,60.68,1488.0,0.0086,high,production,2026-03-06T02:44:27.530280
svc_015,Report Service,Analytics Service,Report Service,59.18,10,14.61,1792.0,0.0343,low,production,2026-03-06T03:09:27.530280
svc_004,Order Service,API Gateway,Order Service,174.7,7091,27.33,924.0,0.0129,critical,production,2026-03-06T03:17:27.530280
svc_012,Config Service,Auth Service,Config Service,144.69,6094,54.86,665.0,0.0251,high,production,2026-03-06T03:20:27.530280
svc_016,Billing Service,Payment Service,Billing Service,102.77,4099,47.81,1010.0,0.0206,high,production,2026-03-06T03:41:27.530280
svc_004,Order Service,API Gateway,Order Service,239.21,6743,15.05,1944.0,0.0439,critical,production,2026-03-06T03:41:27.530280
svc_009,Search Service,Catalog Service,Search Service,342.59,7691,38.59,1459.0,0.0082,medium,production,2026-03-06T03:43:27.530280
svc_015,Report Service,Analytics Service,Report Service,393.19,356,20.5,128.0,0.0149,low,production,2026-03-06T03:48:27.530280
svc_009,Search Service,Catalog Service,Search Service,498.08,8054,66.49,845.0,0.028,medium,production,2026-03-06T03:55:27.530280
svc_018,Session Service,Auth Service,Session Service,425.05,7529,38.82,1894.0,0.0267,high,production,2026-03-06T04:02:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,310.65,5246,12.98,1483.0,0.049,high,production,2026-03-06T04:09:27.530280
svc_009,Search Service,Catalog Service,Search Service,407.39,3870,30.83,642.0,0.0138,medium,production,2026-03-06T04:17:27.530280
svc_012,Config Service,User Service,Config Service,354.56,7482,34.04,1638.0,0.0175,high,production,2026-03-06T04:20:27.530280
svc_018,Session Service,Auth Service,Session Service,387.14,6009,23.46,1956.0,0.0461,high,production,2026-03-06T04:32:27.530280
svc_010,Analytics Service,Order Service,Analytics Service,201.02,6993,49.56,179.0,0.0264,low,production,2026-03-06T04:33:27.530280
svc_017,Recommendation Service,Search Service,Recommendation Service,97.52,6745,45.27,1741.0,0.0151,medium,production,2026-03-06T04:55:27.530280
svc_012,Config Service,User Service,Config Service,492.41,3697,11.39,985.0,0.0315,high,production,2026-03-06T05:10:27.530280
svc_018,Session Service,Auth Service,Session Service,270.17,6476,49.01,958.0,0.0073,high,production,2026-03-06T05:17:27.530280
svc_003,User Service,API Gateway,User Service,493.96,7605,10.27,1314.0,0.021,high,production,2026-03-06T05:43:27.530280
svc_006,Notification Service,Payment Service,Notification Service,449.93,8082,76.4,1977.0,0.025,medium,production,2026-03-06T05:45:27.530280
svc_014,Email Service,Notification Service,Email Service,390.86,3700,43.29,1313.0,0.0157,medium,production,2026-03-06T05:47:27.530280
svc_009,Search Service,Catalog Service,Search Service,203.39,3252,30.77,802.0,0.0498,medium,production,2026-03-06T05:49:27.530280
svc_009,Search Service,API Gateway,Search Service,160.27,3431,69.56,702.0,0.0414,medium,production,2026-03-06T05:50:27.530280
svc_002,Auth Service,API Gateway,Auth Service,134.04,3510,79.69,1075.0,0.0442,critical,production,2026-03-06T05:52:27.530280
svc_003,User Service,API Gateway,User Service,207.18,1963,33.23,319.0,0.0123,high,production,2026-03-06T06:08:27.530280
svc_012,Config Service,Auth Service,Config Service,263.84,7137,70.19,799.0,0.0352,high,production,2026-03-06T06:15:27.530280
svc_018,Session Service,Auth Service,Session Service,348.22,9614,37.96,1489.0,0.0457,high,production,2026-03-06T06:27:27.530280
svc_002,Auth Service,API Gateway,Auth Service,292.71,1112,15.57,1076.0,0.0128,critical,production,2026-03-06T06:28:27.530280
svc_013,Cache Service,Search Service,Cache Service,526.65,713,27.43,724.0,0.0044,high,production,2026-03-06T06:32:27.530280
svc_014,Email Service,Notification Service,Email Service,376.78,5149,50.53,1867.0,0.0397,medium,production,2026-03-06T06:46:27.530280
svc_009,Search Service,API Gateway,Search Service,429.18,2788,74.7,252.0,0.0028,medium,production,2026-03-06T06:51:27.530280
svc_007,Inventory Service,Order Service,Inventory Service,105.2,1322,36.27,1906.0,0.0233,high,production,2026-03-06T07:16:27.530280
svc_014,Email Service,Notification Service,Email Service,70.2,4326,23.53,1278.0,0.012,medium,production,2026-03-06T07:28:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,390.17,3542,28.43,1393.0,0.022,high,production,2026-03-06T07:37:27.530280
svc_004,Order Service,API Gateway,Order Service,128.31,8542,36.74,1904.0,0.019,critical,production,2026-03-06T07:52:27.530280
svc_004,Order Service,API Gateway,Order Service,283.31,7798,27.04,569.0,0.0349,critical,production,2026-03-06T07:57:27.530280
svc_005,Payment Service,Order Service,Payment Service,172.08,9218,13.35,1768.0,0.0437,critical,production,2026-03-06T07:59:27.530280
svc_016,Billing Service,Payment Service,Billing Service,153.79,677,39.32,1057.0,0.0164,high,production,2026-03-06T08:14:27.530280
svc_017,Recommendation Service,Search Service,Recommendation Service,418.97,5605,49.28,299.0,0.0217,medium,production,2026-03-06T08:20:27.530280
svc_009,Search Service,Catalog Service,Search Service,98.19,5413,8.42,1722.0,0.0473,medium,production,2026-03-06T08:24:27.530280
svc_018,Session Service,Auth Service,Session Service,20.26,3642,66.94,424.0,0.0098,high,production,2026-03-06T08:36:27.530280
svc_009,Search Service,Catalog Service,Search Service,333.67,5082,13.92,745.0,0.0238,medium,production,2026-03-06T08:38:27.530280
svc_010,Analytics Service,Order Service,Analytics Service,124.88,1498,78.91,272.0,0.0412,low,production,2026-03-06T08:52:27.530280
svc_014,Email Service,Notification Service,Email Service,484.88,200,46.92,2039.0,0.0177,medium,production,2026-03-06T08:57:27.530280
svc_015,Report Service,Billing Service,Report Service,448.18,2308,50.69,1637.0,0.0024,low,production,2026-03-06T09:18:27.530280
svc_009,Search Service,API Gateway,Search Service,361.55,5056,40.04,471.0,0.007,medium,production,2026-03-06T09:31:27.530280
svc_013,Cache Service,Search Service,Cache Service,371.53,4518,29.9,1501.0,0.0218,high,production,2026-03-06T09:51:27.530280
svc_006,Notification Service,Payment Service,Notification Service,158.61,2743,42.31,1468.0,0.004,medium,production,2026-03-06T10:13:27.530280
svc_006,Notification Service,Payment Service,Notification Service,225.6,9032,63.72,293.0,0.0474,medium,production,2026-03-06T10:14:27.530280
svc_012,Config Service,Auth Service,Config Service,432.06,4932,60.38,175.0,0.0013,high,production,2026-03-06T10:26:27.530280
svc_017,Recommendation Service,Search Service,Recommendation Service,225.49,5320,43.18,1597.0,0.0471,medium,production,2026-03-06T10:32:27.530280
svc_017,Recommendation Service,Search Service,Recommendation Service,421.67,4935,20.22,316.0,0.0479,medium,production,2026-03-06T10:51:27.530280
svc_012,Config Service,User Service,Config Service,271.33,6515,40.89,552.0,0.0306,high,production,2026-03-06T11:06:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,325.34,4297,46.6,450.0,0.0293,high,production,2026-03-06T11:24:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,275.7,975,67.99,1813.0,0.0207,high,production,2026-03-06T11:25:27.530280
svc_009,Search Service,API Gateway,Search Service,339.09,7250,19.83,1881.0,0.0162,medium,production,2026-03-06T11:38:27.530280
svc_016,Billing Service,Payment Service,Billing Service,162.66,7492,27.82,1903.0,0.0038,high,production,2026-03-06T11:43:27.530280
svc_009,Search Service,Catalog Service,Search Service,519.0,5628,43.92,1917.0,0.0421,medium,production,2026-03-06T11:55:27.530280
svc_006,Notification Service,Order Service,Notification Service,104.42,9038,52.82,1801.0,0.0236,medium,production,2026-03-06T12:10:27.530280
svc_004,Order Service,API Gateway,Order Service,266.21,2835,18.15,185.0,0.0438,critical,production,2026-03-06T12:12:27.530280
svc_006,Notification Service,Payment Service,Notification Service,217.6,8485,32.0,1086.0,0.0289,medium,production,2026-03-06T12:16:27.530280
svc_006,Notification Service,Payment Service,Notification Service,211.01,3368,47.92,221.0,0.0141,medium,production,2026-03-06T12:22:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,482.83,702,63.13,1490.0,0.0108,high,production,2026-03-06T12:22:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,269.94,5675,45.12,1887.0,0.0189,high,production,2026-03-06T12:36:27.530280
svc_007,Inventory Service,Order Service,Inventory Service,48.16,3692,27.37,1098.0,0.0438,high,production,2026-03-06T12:56:27.530280
svc_003,User Service,Auth Service,User Service,429.92,5985,23.06,143.0,0.0426,high,production,2026-03-06T13:01:27.530280
svc_015,Report Service,Analytics Service,Report Service,324.44,676,26.57,1171.0,0.0056,low,production,2026-03-06T13:03:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,339.19,2030,42.74,1957.0,0.0454,high,production,2026-03-06T13:14:27.530280
svc_004,Order Service,API Gateway,Order Service,453.69,4551,24.0,215.0,0.0109,critical,production,2026-03-06T13:58:27.530280
svc_006,Notification Service,Payment Service,Notification Service,261.75,9018,19.26,1592.0,0.013,medium,production,2026-03-06T13:59:27.530280
svc_014,Email Service,Notification Service,Email Service,337.97,3126,18.13,1297.0,0.0044,medium,production,2026-03-06T14:11:27.530280
svc_003,User Service,API Gateway,User Service,35.62,8977,61.05,592.0,0.003,high,production,2026-03-06T14:18:27.530280
svc_002,Auth Service,API Gateway,Auth Service,286.58,8524,44.46,436.0,0.0125,critical,production,2026-03-06T14:18:27.530280
svc_012,Config Service,User Service,Config Service,286.38,3672,64.26,1609.0,0.0195,high,production,2026-03-06T14:22:27.530280
svc_007,Inventory Service,Order Service,Inventory Service,162.97,6269,72.07,220.0,0.0234,high,production,2026-03-06T14:28:27.530280
svc_009,Search Service,Catalog Service,Search Service,75.17,3704,30.85,1239.0,0.0152,medium,production,2026-03-06T14:29:27.530280
svc_002,Auth Service,API Gateway,Auth Service,428.21,1642,42.01,1062.0,0.0304,critical,production,2026-03-06T14:53:27.530280
svc_003,User Service,API Gateway,User Service,289.06,2038,46.47,319.0,0.0301,high,production,2026-03-06T15:09:27.530280
svc_011,Logging Service,API Gateway,Logging Service,236.16,9890,15.16,1955.0,0.0343,medium,production,2026-03-06T15:42:27.530280
svc_004,Order Service,API Gateway,Order Service,77.7,4242,33.48,740.0,0.0204,critical,production,2026-03-06T15:47:27.530280
svc_006,Notification Service,Order Service,Notification Service,476.68,3886,72.57,1129.0,0.0363,medium,production,2026-03-06T15:51:27.530280
svc_013,Cache Service,Search Service,Cache Service,514.63,2570,39.44,719.0,0.02,high,production,2026-03-06T15:52:27.530280
svc_005,Payment Service,Order Service,Payment Service,102.81,2283,27.37,1251.0,0.0225,critical,production,2026-03-06T15:53:27.530280
svc_006,Notification Service,Payment Service,Notification Service,369.27,816,76.86,1266.0,0.0152,medium,production,2026-03-06T15:59:27.530280
svc_006,Notification Service,Order Service,Notification Service,413.49,7971,38.4,1012.0,0.0133,medium,production,2026-03-06T16:17:27.530280
svc_014,Email Service,Notification Service,Email Service,514.87,3651,50.84,762.0,0.0323,medium,production,2026-03-06T16:24:27.530280
svc_009,Search Service,Catalog Service,Search Service,511.51,6402,36.28,1499.0,0.0492,medium,production,2026-03-06T17:13:27.530280
svc_005,Payment Service,Order Service,Payment Service,226.98,5187,43.72,1997.0,0.0214,critical,production,2026-03-06T17:13:27.530280
svc_014,Email Service,Notification Service,Email Service,163.17,1962,31.78,1697.0,0.0186,medium,production,2026-03-06T17:16:27.530280
svc_009,Search Service,API Gateway,Search Service,261.26,1865,47.09,747.0,0.0025,medium,production,2026-03-06T17:39:27.530280
svc_002,Auth Service,API Gateway,Auth Service,164.38,5858,20.58,1310.0,0.0467,critical,production,2026-03-06T17:44:27.530280
svc_007,Inventory Service,Order Service,Inventory Service,393.23,9593,51.66,1836.0,0.0494,high,production,2026-03-06T17:51:27.530280
svc_014,Email Service,Notification Service,Email Service,291.19,4359,30.79,431.0,0.0243,medium,production,2026-03-06T18:30:27.530280
svc_015,Report Service,Billing Service,Report Service,246.05,1234,8.92,1920.0,0.0138,low,production,2026-03-06T18:44:27.530280
svc_010,Analytics Service,Order Service,Analytics Service,157.02,10076,19.18,1272.0,0.0194,low,production,2026-03-06T18:48:27.530280
svc_012,Config Service,Auth Service,Config Service,262.7,10108,14.3,644.0,0.0045,high,production,2026-03-06T18:59:27.530280
svc_011,Logging Service,API Gateway,Logging Service,413.58,5785,42.27,1029.0,0.045,medium,production,2026-03-06T19:03:27.530280
svc_018,Session Service,Auth Service,Session Service,117.09,6160,55.92,1842.0,0.0098,high,production,2026-03-06T19:05:27.530280
svc_013,Cache Service,Search Service,Cache Service,439.16,4267,48.64,1106.0,0.0285,high,production,2026-03-06T19:13:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,408.5,5906,14.28,1550.0,0.0264,high,production,2026-03-06T19:32:27.530280
svc_013,Cache Service,Search Service,Cache Service,239.03,910,25.73,745.0,0.0226,high,production,2026-03-06T19:47:27.530280
svc_013,Cache Service,Search Service,Cache Service,460.87,4560,20.53,1186.0,0.0459,high,production,2026-03-06T19:51:27.530280
svc_006,Notification Service,Order Service,Notification Service,352.97,3342,58.24,488.0,0.0211,medium,production,2026-03-06T19:58:27.530280
svc_006,Notification Service,Order Service,Notification Service,344.64,7119,54.21,1436.0,0.0098,medium,production,2026-03-06T20:23:27.530280
svc_004,Order Service,API Gateway,Order Service,106.59,5297,79.46,657.0,0.0087,critical,production,2026-03-06T20:39:27.530280
svc_005,Payment Service,Order Service,Payment Service,29.66,368,60.55,1461.0,0.0121,critical,production,2026-03-06T20:51:27.530280
svc_006,Notification Service,Order Service,Notification Service,357.76,4739,25.7,1134.0,0.0343,medium,production,2026-03-06T20:52:27.530280
svc_016,Billing Service,Payment Service,Billing Service,242.09,3928,38.6,571.0,0.0051,high,production,2026-03-06T20:54:27.530280
svc_009,Search Service,API Gateway,Search Service,332.13,9834,35.13,225.0,0.0238,medium,production,2026-03-06T20:55:27.530280
svc_012,Config Service,Order Service,Config Service,74.27,7769,70.13,1114.0,0.0192,high,production,2026-03-06T21:02:27.530280
svc_005,Payment Service,Order Service,Payment Service,93.86,5193,26.76,1794.0,0.0417,critical,production,2026-03-06T21:22:27.530280
svc_004,Order Service,API Gateway,Order Service,96.13,3261,76.14,348.0,0.0412,critical,production,2026-03-06T21:38:27.530280
svc_015,Report Service,Billing Service,Report Service,66.08,3826,35.94,816.0,0.0497,low,production,2026-03-06T21:45:27.530280
svc_012,Config Service,Auth Service,Config Service,499.4,4715,11.57,646.0,0.0325,high,production,2026-03-06T21:49:27.530280
svc_003,User Service,API Gateway,User Service,60.46,5957,18.99,1154.0,0.0433,high,production,2026-03-06T21:56:27.530280
svc_015,Report Service,Analytics Service,Report Service,417.31,1675,33.52,675.0,0.0456,low,production,2026-03-06T21:56:27.530280
svc_006,Notification Service,Order Service,Notification Service,127.62,10023,39.88,556.0,0.0274,medium,production,2026-03-06T22:22:27.530280
svc_010,Analytics Service,User Service,Analytics Service,164.53,6925,56.4,1404.0,0.0024,low,production,2026-03-06T22:23:27.530280
svc_006,Notification Service,Order Service,Notification Service,285.08,221,34.45,404.0,0.027,medium,production,2026-03-06T22:27:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,296.99,2160,37.2,532.0,0.0062,high,production,2026-03-06T22:33:27.530280
svc_012,Config Service,Auth Service,Config Service,31.79,8005,28.89,594.0,0.0242,high,production,2026-03-06T22:44:27.530280
svc_016,Billing Service,Payment Service,Billing Service,484.34,2380,67.34,1456.0,0.0094,high,production,2026-03-06T23:40:27.530280
svc_018,Session Service,Auth Service,Session Service,181.8,7069,67.84,1740.0,0.0315,high,production,2026-03-06T23:49:27.530280
svc_003,User Service,Auth Service,User Service,102.76,3779,49.95,1528.0,0.0195,high,production,2026-03-07T00:02:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,433.85,1624,26.36,666.0,0.0308,high,production,2026-03-07T00:16:27.530280
svc_006,Notification Service,Payment Service,Notification Service,305.25,8396,52.49,1333.0,0.0299,medium,production,2026-03-07T00:17:27.530280
svc_018,Session Service,Auth Service,Session Service,70.08,7943,12.18,791.0,0.0343,high,production,2026-03-07T00:23:27.530280
svc_018,Session Service,Auth Service,Session Service,233.57,1280,13.27,880.0,0.0232,high,production,2026-03-07T00:26:27.530280
svc_012,Config Service,Auth Service,Config Service,349.08,3251,27.74,976.0,0.0092,high,production,2026-03-07T00:55:27.530280
svc_011,Logging Service,API Gateway,Logging Service,417.0,515,41.13,376.0,0.0454,medium,production,2026-03-07T01:20:27.530280
svc_013,Cache Service,Search Service,Cache Service,67.55,3695,49.29,1591.0,0.0424,high,production,2026-03-07T02:05:27.530280
svc_004,Order Service,API Gateway,Order Service,40.56,5454,76.1,423.0,0.005,critical,production,2026-03-07T02:18:27.530280
svc_012,Config Service,Order Service,Config Service,461.0,2144,48.31,358.0,0.0178,high,production,2026-03-07T02:22:27.530280
svc_003,User Service,Auth Service,User Service,29.14,4124,68.91,352.0,0.0305,high,production,2026-03-07T02:39:27.530280
svc_014,Email Service,Notification Service,Email Service,205.15,2634,33.74,841.0,0.0047,medium,production,2026-03-07T03:13:27.530280
svc_009,Search Service,API Gateway,Search Service,75.89,5169,71.94,1738.0,0.0409,medium,production,2026-03-07T03:17:27.530280
svc_012,Config Service,Order Service,Config Service,29.52,5558,77.39,1918.0,0.0216,high,production,2026-03-07T03:40:27.530280
svc_015,Report Service,Analytics Service,Report Service,504.6,1940,18.92,428.0,0.0292,low,production,2026-03-07T03:51:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,397.71,6521,58.2,503.0,0.0433,high,production,2026-03-07T03:53:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,505.45,5639,52.95,774.0,0.0012,high,production,2026-03-07T03:54:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,423.15,5831,25.74,1536.0,0.0344,high,production,2026-03-07T04:13:27.530280
svc_017,Recommendation Service,Search Service,Recommendation Service,474.56,328,33.96,1239.0,0.0487,medium,production,2026-03-07T04:19:27.530280
svc_003,User Service,Auth Service,User Service,496.14,682,77.63,1452.0,0.032,high,production,2026-03-07T04:21:27.530280
svc_009,Search Service,API Gateway,Search Service,77.73,8200,61.8,999.0,0.0482,medium,production,2026-03-07T04:39:27.530280
svc_010,Analytics Service,User Service,Analytics Service,276.28,5388,12.03,1669.0,0.0243,low,production,2026-03-07T04:43:27.530280
